Epoch,Steps,Full Gradient Norm
1,6250,0.17440050973977536
2,12500,0.18062547517108113
3,18750,0.16107172456982438
4,25000,0.1672075380813158
5,31250,0.1635627851026334
6,37500,0.13370691250470407
7,43750,0.15263023979278592
8,50000,0.1432944458867993
9,56250,0.11548702421839055
10,62500,0.13220486986842836
11,68750,0.11266091849780244
12,75000,0.10608068275832026
13,81250,0.11385488637632395
14,87500,0.11391042316609097
15,93750,0.11691936997580743
16,100000,0.09441383509214625
17,106250,0.1135712127986171
18,112500,0.09370160444768127
19,118750,0.10235421026468336
20,125000,0.10655618525992827
21,131250,0.11004316323214411
22,137500,0.09818409350909069
23,143750,0.09123130650025531
24,150000,0.08571150621044414
25,156250,0.07660873453287202
26,162500,0.09760640983544691
27,168750,0.08559212966098627
28,175000,0.08923797794811084
29,181250,0.06696276334323001
30,187500,0.0843444211546261
31,190625,0.049529901508247876
32,193750,0.052562068564134826
33,196875,0.061246585045295975
34,200000,0.05612983750940359
35,203125,0.04930170335430743
36,206250,0.06002033747903671
37,209375,0.05287096035661213
38,212500,0.05432254062808931
39,215625,0.05098804194497024
40,218750,0.05105059626759924
41,221875,0.06567145539958787
42,225000,0.055559748873134356
43,228125,0.044600673778940815
44,231250,0.04796647581226097
45,234375,0.05198662797160739
46,237500,0.04737657390630372
47,240625,0.04829475753419957
48,243750,0.0433040417618483
49,246875,0.0489926061798265
50,250000,0.041391547497947975
51,253125,0.05656509767992569
52,256250,0.04945636154901933
53,259375,0.05228769377046414
54,262500,0.049468581976186116
55,265625,0.04812661279784743
56,268750,0.04569443082466196
57,271875,0.04526109353793972
58,275000,0.045500825503937324
59,278125,0.0454588371330833
60,281250,0.04486910008284127
61,282813,0.02287304308062646
62,284376,0.024451176843915855
63,285939,0.024066369020964894
64,287502,0.022331000307324367
65,289065,0.02089875859769522
66,290628,0.021328882664060203
67,292191,0.020981409625187238
68,293754,0.020238607744543727
69,295317,0.021331999078291225
70,296880,0.021438943026511403
71,298443,0.020428609304690714
72,300006,0.019244768017319634
73,301569,0.020008150749255552
74,303132,0.020147434147939874
75,304695,0.020328434683705095
76,306258,0.01906690752307147
77,307821,0.019245794982711284
78,309384,0.020237420997250188
79,310947,0.017991521103575547
80,312510,0.019384391721989146
81,314073,0.01691734999821447
82,315636,0.017184258692893757
83,317199,0.017088319761412896
84,318762,0.01639293197463969
85,320325,0.016672099567023584
86,321888,0.017971881122181538
87,323451,0.016378105621168933
88,325014,0.01715745374170091
89,326577,0.018073272234744524
90,328140,0.017123303969845828
91,328922,0.011748270741743063
92,329704,0.011848235752886228
93,330486,0.010964509786008042
94,331268,0.011269216897484158
95,332050,0.010212996815665029
96,332832,0.01032367268438275
97,333614,0.0107380643350475
98,334396,0.010574830306219888
99,335178,0.010227163122667167
100,335960,0.010452070270774856
101,336742,0.010402684155480946
102,337524,0.010308784284789154
103,338306,0.009395357275729715
104,339088,0.009710144099533512
105,339870,0.010037398648056611
106,340652,0.009474270584523653
107,341434,0.009096996311209304
108,342216,0.009154391961366509
109,342998,0.009135459538268111
110,343780,0.00982228959570413
111,344562,0.010065190429128032
112,345344,0.009323985293846258
113,346126,0.008404664463581672
114,346908,0.008830961800694608
115,347690,0.008539661026935317
116,348472,0.009088117408877529
117,349254,0.01005115597479468
118,350036,0.008943422916796511
119,350818,0.008916254910726262
120,351600,0.008640647349673214
121,351991,0.007750012653726178
122,352382,0.007529957573174503
123,352773,0.0075725002372820215
124,353164,0.00709759216511371
125,353555,0.007174593858256686
126,353946,0.006740359524577781
127,354337,0.007168485790922404
128,354728,0.007140407027941913
129,355119,0.007048605661146898
130,355510,0.006950589905843854
131,355901,0.00657186232263366
132,356292,0.007215654180528064
133,356683,0.006659745039363654
134,357074,0.00651993072030458
135,357465,0.006489543963389107
136,357856,0.006524476515654073
137,358247,0.006643802960397015
138,358638,0.0064022188641410585
139,359029,0.0066724923105751024
140,359420,0.006471022437809214
141,359811,0.00709244041596017
142,360202,0.0069463626943062524
143,360593,0.006901484546553934
144,360984,0.006500964391733931
145,361375,0.006594267262397867
146,361766,0.00623159808698467
147,362157,0.00586911930276532
148,362548,0.006596662030609979
149,362939,0.006467846632415711
150,363330,0.005920133948967896
151,363526,0.00575641247755441
152,363722,0.006012907250645747
153,363918,0.005770733088316478
154,364114,0.0057019100950747095
155,364310,0.006087100082590587
156,364506,0.005511065362951309
157,364702,0.005822045622087254
158,364898,0.005563358406706246
159,365094,0.0058836871703598645
160,365290,0.005980317338001859
161,365486,0.005963222046387213
162,365682,0.005744280980442463
163,365878,0.0056370905710816785
164,366074,0.005433146754450322
165,366270,0.005372259671757725
166,366466,0.005771009957076606
167,366662,0.0055099627631794365
168,366858,0.005793550607247258
169,367054,0.005735737638332356
170,367250,0.005822753053377529
171,367446,0.005303507213371526
172,367642,0.0059853436877157365
173,367838,0.005991234210534713
174,368034,0.005497545065287741
175,368230,0.005646381063073686
176,368426,0.0055345849830928115
177,368622,0.005174827083685951
178,368818,0.005336820355303551
179,369014,0.005111508044873855
180,369210,0.0056118943602718775
181,369308,0.00523528110973623
182,369406,0.005258188507008391
183,369504,0.005280129069752332
184,369602,0.005574904332304527
185,369700,0.005480358348906707
186,369798,0.005348158022506626
187,369896,0.004976473720590282
188,369994,0.005093557653358847
189,370092,0.00481155872472763
190,370190,0.005303781151996774
191,370288,0.004541220238229392
192,370386,0.0047609649049452215
193,370484,0.0051410022722941226
194,370582,0.004633390173774001
195,370680,0.005457827785199861
196,370778,0.0047891666585210884
197,370876,0.0053095817016422225
198,370974,0.00524265931256449
199,371072,0.004925635155961115
200,371170,0.004608762658965878
201,371268,0.005327890008770321
202,371366,0.004859292849520306
203,371464,0.005397052563436682
204,371562,0.005006339915710046
205,371660,0.00487421063088746
