Epoch,Steps,Train Loss,Train Accuracy,Learning Rate
1,391,3.9471261903757937,9.12,0.1
2,782,3.3742863912411662,17.844,0.1
3,1173,2.9579224610877466,25.592,0.1
4,1564,2.607729480699505,32.646,0.1
5,1955,2.319632832351548,38.51,0.1
6,2346,2.0856255616068533,43.852,0.1
7,2737,1.8839514526869634,48.538,0.1
8,3128,1.7181803116103267,52.19,0.1
9,3519,1.571977419011733,55.84,0.1
10,3910,1.4491733169311758,58.75,0.1
11,4301,1.3409256793348991,61.622,0.1
12,4692,1.2338679547200118,64.122,0.1
13,5083,1.1474375506801069,66.288,0.1
14,5474,1.073850215396003,68.256,0.1
15,5865,0.9950296891010021,70.154,0.1
16,6256,0.9348127524871046,71.998,0.1
17,6647,0.8568648307219796,74.09,0.1
18,7038,0.7913337137997912,75.774,0.1
19,7429,0.7440304349907829,76.842,0.1
20,7820,0.6904714915453626,78.446,0.1
21,8211,0.6260462673118962,80.448,0.1
22,8602,0.5889707967600859,81.506,0.1
23,8993,0.5387950753769302,82.988,0.1
24,9384,0.4923473281781082,84.32,0.1
25,9775,0.4619639464046644,85.116,0.1
26,10166,0.4224766811065357,86.414,0.1
27,10557,0.39399639305556217,87.224,0.1
28,10948,0.362621268652894,88.344,0.1
29,11339,0.33507335483265654,89.018,0.1
30,11730,0.3034221316542467,90.124,0.1
31,12121,0.28679140761990074,90.682,0.1
32,12512,0.25808791374154105,91.688,0.1
33,12903,0.25561568390606615,91.566,0.1
34,13294,0.22982942795052247,92.454,0.1
35,13685,0.2165193941129748,93.016,0.1
36,14076,0.19621128654655287,93.552,0.1
37,14467,0.18692395956162602,93.918,0.1
38,14858,0.18218957442228143,94.1,0.1
39,15249,0.1687224152809976,94.526,0.1
40,15640,0.16285467674703244,94.634,0.1
41,16031,0.15208788843982665,94.982,0.1
42,16422,0.14044151810543312,95.482,0.1
43,16813,0.13389765427393072,95.654,0.1
44,17204,0.12283319972760384,96.032,0.1
45,17595,0.11624420848686981,96.168,0.1
46,17986,0.11822609662476098,96.196,0.1
47,18377,0.1072982513700681,96.538,0.1
48,18768,0.1022954402286607,96.73,0.1
49,19159,0.10605718903338818,96.52,0.1
50,19550,0.10342122056542913,96.642,0.1
51,19941,0.09044286543431947,97.062,0.1
52,20332,0.08358105012427663,97.35,0.1
53,20723,0.0785665935396081,97.528,0.1
54,21114,0.07982693163587538,97.406,0.1
55,21505,0.08083877212527539,97.346,0.1
56,21896,0.07188787069314581,97.612,0.1
57,22287,0.07098137867896606,97.706,0.1
58,22678,0.07051242935849959,97.686,0.1
59,23069,0.06955119467499997,97.616,0.1
60,23460,0.06456776209832991,97.934,0.1
61,23851,0.06608609062478975,97.88,0.1
62,24242,0.05982621489426174,98.062,0.1
63,24633,0.060401004577136555,97.946,0.1
64,25024,0.055240346166445776,98.274,0.1
65,25415,0.0548596451740207,98.232,0.1
66,25806,0.05447992307784231,98.25,0.1
67,26197,0.0534839742100033,98.354,0.1
68,26588,0.04967347458910073,98.434,0.1
69,26979,0.04723802886312575,98.49,0.1
70,27370,0.04483818712756228,98.562,0.1
71,27761,0.051476483040339194,98.37,0.1
72,28152,0.043679742464114484,98.64,0.1
73,28543,0.04570997011659624,98.57,0.1
74,28934,0.03935090963707289,98.732,0.1
75,29325,0.04144248084934509,98.67,0.1
76,29716,0.04402448879102307,98.61,0.1
77,30107,0.04787163819541292,98.434,0.1
78,30498,0.041549059066950056,98.702,0.1
79,30889,0.04039082698323919,98.648,0.1
80,31280,0.03976437651797596,98.714,0.1
81,31671,0.03925055185513918,98.71,0.1
82,32062,0.0370592567891054,98.874,0.1
83,32453,0.03605032577762938,98.832,0.1
84,32844,0.0357722977499056,98.864,0.1
85,33235,0.032661355188702376,99.014,0.1
86,33626,0.032272595506104285,98.94,0.1
87,34017,0.030911798436490015,98.996,0.1
88,34408,0.030507306421837768,99.012,0.1
89,34799,0.03204480943608257,98.982,0.1
90,35190,0.03346975444627883,98.932,0.1
91,35581,0.030858532837627795,99.026,0.1
92,35972,0.03014846194935653,99.06,0.1
93,36363,0.029885912670151275,98.998,0.1
94,36754,0.03095871835168156,99.058,0.1
95,37145,0.0279637373015618,99.122,0.1
96,37536,0.028536561585943716,99.074,0.1
