Epoch,Steps,Train Loss,Train Accuracy,Learning Rate
1,391,nan,0.996,0.1
2,782,nan,1.0,0.09999725846827562
3,1173,nan,1.0,0.09998903417374229
4,1564,nan,1.0,0.0999753280182866
5,1955,nan,1.0,0.09995614150494293
6,2346,nan,1.0,0.0999314767377287
7,2737,nan,1.0,0.09990133642141359
8,3128,nan,1.0,0.0998657238612229
9,3519,nan,1.0,0.09982464296247523
10,3910,nan,1.0,0.099778098230154
11,4301,nan,1.0,0.09972609476841367
12,4692,nan,1.0,0.09966863828001983
13,5083,nan,1.0,0.09960573506572391
14,5474,nan,1.0,0.09953739202357219
15,5865,nan,1.0,0.09946361664814943
16,6256,nan,1.0,0.0993844170297569
17,6647,nan,1.0,0.09929980185352526
18,7038,nan,1.0,0.0992097803984621
19,7429,nan,1.0,0.09911436253643445
20,7820,nan,1.0,0.09901355873108611
21,8211,nan,1.0,0.09890738003669029
22,8602,nan,1.0,0.09879583809693737
23,8993,nan,1.0,0.09867894514365802
24,9384,nan,1.0,0.09855671399548181
25,9775,nan,1.0,0.09842915805643157
26,10166,nan,1.0,0.09829629131445343
27,10557,nan,1.0,0.09815812833988292
28,10948,nan,1.0,0.09801468428384717
29,11339,nan,1.0,0.09786597487660338
30,11730,nan,1.0,0.09771201642581387
31,12121,nan,1.0,0.09755282581475772
32,12512,nan,1.0,0.09738842050047931
33,12903,nan,1.0,0.09721881851187408
34,13294,nan,1.0,0.0970440384477113
35,13685,nan,1.0,0.0968640994745946
36,14076,nan,1.0,0.0966790213248601
37,14467,nan,1.0,0.09648882429441259
38,14858,nan,1.0,0.09629352924049978
39,15249,nan,1.0,0.09609315757942506
40,15640,nan,1.0,0.09588773128419908
41,16031,nan,1.0,0.09567727288213007
42,16422,nan,1.0,0.09546180545235346
43,16813,nan,1.0,0.09524135262330101
44,17204,nan,1.0,0.09501593857010972
45,17595,nan,1.0,0.09478558801197068
46,17986,nan,1.0,0.09455032620941842
47,18377,nan,1.0,0.09431017896156076
48,18768,nan,1.0,0.09406517260324962
49,19159,nan,1.0,0.09381533400219319
50,19550,nan,1.0,0.09356069055600949
51,19941,nan,1.0,0.09330127018922195
52,20332,nan,1.0,0.0930371013501972
53,20723,nan,1.0,0.09276821300802535
54,21114,nan,1.0,0.09249463464934321
55,21505,nan,1.0,0.09221639627510077
56,21896,nan,1.0,0.09193352839727122
57,22287,nan,1.0,0.09164606203550499
58,22678,nan,1.0,0.0913540287137281
59,23069,nan,1.0,0.09105746045668521
60,23460,nan,1.0,0.09075638978642771
61,23851,nan,1.0,0.09045084971874738
62,24242,nan,1.0,0.09014087375955573
63,24633,nan,1.0,0.08982649590120982
64,25024,nan,1.0,0.08950775061878452
65,25415,nan,1.0,0.089184672866292
66,25806,nan,1.0,0.08885729807284856
67,26197,nan,1.0,0.08852566213878947
68,26588,nan,1.0,0.08818980143173213
69,26979,nan,1.0,0.08784975278258783
70,27370,nan,1.0,0.08750555348152299
71,27761,nan,1.0,0.08715724127386973
72,28152,nan,1.0,0.08680485435598673
73,28543,nan,1.0,0.0864484313710706
74,28934,nan,1.0,0.08608801140491813
75,29325,nan,1.0,0.0857236339816402
76,29716,nan,1.0,0.0853553390593274
77,30107,nan,1.0,0.08498316702566831
78,30498,nan,1.0,0.08460715869352037
79,30889,nan,1.0,0.08422735529643446
80,31280,nan,1.0,0.08384379848413306
81,31671,nan,1.0,0.08345653031794294
82,32062,nan,1.0,0.08306559326618262
83,32453,nan,1.0,0.08267103019950531
84,32844,nan,1.0,0.08227288438619755
85,33235,nan,1.0,0.0818711994874345
86,33626,nan,1.0,0.08146601955249189
87,34017,nan,1.0,0.08105738901391554
88,34408,nan,1.0,0.08064535268264884
89,34799,nan,1.0,0.08022995574311877
90,35190,nan,1.0,0.0798112437482808
91,35581,nan,1.0,0.07938926261462366
92,35972,nan,1.0,0.07896405861713394
93,36363,nan,1.0,0.0785356783842216
94,36754,nan,1.0,0.07810416889260655
95,37145,nan,1.0,0.07766957746216721
96,37536,nan,1.0,0.07723195175075136
97,37927,nan,1.0,0.07679133974894983
98,38318,nan,1.0,0.07634778977483389
99,38709,nan,1.0,0.07590135046865652
100,39100,nan,1.0,0.07545207078751857
101,39491,nan,1.0,0.07500000000000001
102,39882,nan,1.0,0.07454518768075706
103,40273,nan,1.0,0.07408768370508578
104,40664,nan,1.0,0.07362753824345272
105,41055,nan,1.0,0.07316480175599312
106,41446,nan,1.0,0.07269952498697736
107,41837,nan,1.0,0.0722317589592464
108,42228,nan,1.0,0.0717615549686164
109,42619,nan,1.0,0.07128896457825365
110,43010,nan,1.0,0.07081403961302007
111,43401,nan,1.0,0.07033683215379001
112,43792,nan,1.0,0.06985739453173903
113,44183,nan,1.0,0.06937577932260515
114,44574,nan,1.0,0.06889203934092336
115,44965,nan,1.0,0.0684062276342339
116,45356,nan,1.0,0.067918397477265
117,45747,nan,1.0,0.06742860236609076
118,46138,nan,1.0,0.06693689601226457
119,46529,nan,1.0,0.06644333233692916
120,46920,nan,1.0,0.0659479654649035
121,47311,nan,1.0,0.06545084971874737
122,47702,nan,1.0,0.06495203961280434
123,48093,nan,1.0,0.06445158984722359
124,48484,nan,1.0,0.06394955530196147
125,48875,nan,1.0,0.06344599103076329
126,49266,nan,1.0,0.06294095225512605
127,49657,nan,1.0,0.062434494358242734
128,50048,nan,1.0,0.06192667287892904
129,50439,nan,1.0,0.06141754350553279
130,50830,nan,1.0,0.06090716206982714
131,51221,nan,1.0,0.06039558454088797
132,51612,nan,1.0,0.059882867018956294
133,52003,nan,1.0,0.05936906572928624
134,52394,nan,1.0,0.05885423701597917
135,52785,nan,1.0,0.05833843733580512
136,53176,nan,1.0,0.057821723252011556
137,53567,nan,1.0,0.0573041514281206
138,53958,nan,1.0,0.05678577862171523
139,54349,nan,1.0,0.05626666167821522
140,54740,nan,1.0,0.055746857524643346
141,55131,nan,1.0,0.0552264231633827
142,55522,nan,1.0,0.05470541566592574
143,55913,nan,1.0,0.05418389216661579
144,56304,nan,1.0,0.0536619098563816
145,56695,nan,1.0,0.053139525976465686
146,57086,nan,1.0,0.05261679781214721
147,57477,nan,1.0,0.05209378268646
148,57868,nan,1.0,0.05157053795390641
149,58259,nan,1.0,0.051047120994167854
150,58650,nan,1.0,0.0505235892058123
151,59041,nan,1.0,0.05000000000000001
152,59432,nan,1.0,0.04947641079418772
153,59823,nan,1.0,0.04895287900583217
154,60214,nan,1.0,0.048429462046093594
155,60605,nan,1.0,0.04790621731354002
156,60996,nan,1.0,0.04738320218785281
157,61387,nan,1.0,0.04686047402353434
158,61778,nan,1.0,0.04633809014361842
159,62169,nan,1.0,0.04581610783338422
160,62560,nan,1.0,0.045294584334074274
161,62951,nan,1.0,0.044773576836617326
162,63342,nan,1.0,0.044253142475356666
163,63733,nan,1.0,0.04373333832178478
164,64124,nan,1.0,0.043214221378284776
165,64515,nan,1.0,0.04269584857187943
166,64906,nan,1.0,0.042178276747988463
167,65297,nan,1.0,0.04166156266419487
168,65688,nan,1.0,0.04114576298402083
169,66079,nan,1.0,0.040630934270713764
170,66470,nan,1.0,0.040117132981043684
171,66861,nan,1.0,0.03960441545911202
172,67252,nan,1.0,0.03909283793017287
173,67643,nan,1.0,0.03858245649446722
174,68034,nan,1.0,0.03807332712107096
175,68425,nan,1.0,0.037565505641757264
