Epoch,Steps,Full Gradient Norm
1,6250,0.5446741680857596
2,12500,0.9557207289972683
3,18750,1.0664689833403493
4,25000,1.2486699682677311
5,31250,1.2015694855616217
6,37500,1.1032051257502018
7,43750,1.4120651578906616
8,50000,1.203432994276388
9,56250,1.285474485629497
10,62500,1.1839420052504925
11,68750,1.2582953627053084
12,75000,1.2895722703087367
13,81250,1.6178537359789544
14,87500,1.064765994744122
15,93750,1.0593885609468734
16,100000,1.3698856771969061
17,106250,1.0429661363933918
18,112500,1.7007129273183983
19,118750,1.1811719686106965
20,125000,1.1273998650081714
21,131250,1.1405372655012218
22,137500,1.0114864734186206
23,143750,1.2049392495874292
24,150000,1.2725353243878423
25,156250,1.1251626669852843
26,162500,1.0754527781434402
27,168750,0.9981753648756193
28,175000,0.9299724984050607
29,181250,1.099607712165664
30,187500,0.9248512438959202
31,190625,0.648755433155329
32,193750,0.786604739787422
33,196875,0.8435619114051585
34,200000,0.6889026651138435
35,203125,0.7896326062976211
36,206250,0.7392592456173804
37,209375,0.8129075545910661
38,212500,0.7503648211254285
39,215625,0.7987727809852656
40,218750,0.845654113851489
41,221875,0.8213718893858298
42,225000,0.8300039087118061
43,228125,0.9639819316089624
44,231250,0.9545040017640924
45,234375,0.7817157175382601
46,237500,0.7539927554538596
47,240625,0.6726863286278254
48,243750,0.8251396307220775
49,246875,0.8126214653967777
50,250000,0.7901590745850242
51,253125,0.7655150893470457
52,256250,0.7612069851060287
53,259375,0.8757546186081487
54,262500,0.7395358166144224
55,265625,0.8515614494441682
56,268750,0.8881173991501805
57,271875,0.9672728814098864
58,275000,0.7366729275464264
59,278125,0.7364479978503365
60,281250,0.9232214657152343
61,282813,0.44801803230352155
62,284376,0.4497457991184819
63,285939,0.4861950323228012
64,287502,0.4748759304371029
65,289065,0.43115943594669875
66,290628,0.5232252707832947
67,292191,0.4810858265772472
68,293754,0.47017902763192704
69,295317,0.4583672522632781
70,296880,0.4716525114840599
71,298443,0.46122638651210074
72,300006,0.452389550554305
73,301569,0.4418494344686908
74,303132,0.4953809801473547
75,304695,0.4303888175908274
76,306258,0.5227182616377141
77,307821,0.45850718972230076
78,309384,0.5474859833601062
79,310947,0.524555159639613
80,312510,0.5342099497552915
81,314073,0.4819406313948297
82,315636,0.43517292016717846
83,317199,0.5322236985749038
84,318762,0.4552755571339855
85,320325,0.4467179114158128
86,321888,0.41962253955389023
87,323451,0.45057134236136753
88,325014,0.4935709631659297
89,326577,0.4300368287614949
90,328140,0.48228645022288846
91,328922,0.2878516689029601
92,329704,0.290721719073099
93,330486,0.2950377327451451
94,331268,0.2835868952215968
95,332050,0.2859583420833622
96,332832,0.27588492065145714
97,333614,0.27758523810873315
98,334396,0.3355740547710024
99,335178,0.2712885679269981
100,335960,0.2741995855652723
101,336742,0.26466974837186
102,337524,0.26169793259040763
103,338306,0.2715072066436641
104,339088,0.2581724537358572
105,339870,0.29191899889917544
106,340652,0.2733937616447605
107,341434,0.29121129187638345
108,342216,0.2528652159399342
109,342998,0.2901743212863007
110,343780,0.25789598159218335
111,344562,0.2616159607221778
112,345344,0.264423423722463
113,346126,0.2667474226744541
114,346908,0.25840198576633366
115,347690,0.259157564225347
116,348472,0.2672252451266228
117,349254,0.265086148524357
118,350036,0.2695998088304748
119,350818,0.2931863662256377
120,351600,0.2676009830474933
121,351991,0.2009523916686382
122,352382,0.20177196467798286
123,352773,0.20021080412309697
124,353164,0.21566240378183663
125,353555,0.1988651779354168
126,353946,0.19585652678598392
127,354337,0.19297637558576491
128,354728,0.2016422661144113
129,355119,0.19041092807286858
130,355510,0.20039801044570743
131,355901,0.1909313585691412
132,356292,0.19754732129415034
133,356683,0.1910226283139978
134,357074,0.19942588709711984
135,357465,0.1913154641317676
136,357856,0.1902302528875706
137,358247,0.19278824357187072
138,358638,0.19367696232940812
139,359029,0.17888837115768194
140,359420,0.20478306997809792
141,359811,0.2030772444578764
142,360202,0.19223322620131636
143,360593,0.18784204302238613
144,360984,0.19347462087477968
145,361375,0.18792903913171458
146,361766,0.18576731744447922
147,362157,0.1904513801309556
148,362548,0.19567798529469238
149,362939,0.18800844444620865
150,363330,0.187541395458555
151,363526,0.16595469228968446
152,363722,0.17052966814656148
153,363918,0.16157907700594762
154,364114,0.17355919253379493
155,364310,0.16100251646497585
156,364506,0.1607139314466895
157,364702,0.1647160249199571
158,364898,0.16670429141557072
159,365094,0.17415545016968526
160,365290,0.16352996035158301
161,365486,0.16419985095049897
162,365682,0.1661603590631614
163,365878,0.16238508472222365
164,366074,0.17656232228517935
165,366270,0.16375757035158028
166,366466,0.16786170984451249
167,366662,0.16919521777036145
168,366858,0.16117874592592857
169,367054,0.15880182959468628
170,367250,0.16543688965438655
171,367446,0.16303017837884537
172,367642,0.1623774783769022
173,367838,0.1609150219608636
174,368034,0.16075901275208085
175,368230,0.1651460871830579
176,368426,0.16132113122344524
177,368622,0.15444996959952326
178,368818,0.16524526978953225
179,369014,0.15647677958858902
180,369210,0.16191683112520133
181,369308,0.14907282944708636
182,369406,0.15442048533366096
183,369504,0.14852893535587736
184,369602,0.15255509362317587
185,369700,0.153301671710861
186,369798,0.14804117527676913
187,369896,0.14980860750102729
188,369994,0.14939478718472432
189,370092,0.15312693839419267
190,370190,0.14967325339388762
191,370288,0.15473106254378097
192,370386,0.14719678841031783
193,370484,0.14465833223792723
194,370582,0.14557043088834903
195,370680,0.14550876442716154
196,370778,0.14815410353018688
197,370876,0.14835993371301043
198,370974,0.1472854808715935
199,371072,0.15027621393404333
200,371170,0.15437326129944526
201,371268,0.14461853358624716
202,371366,0.14982921537891064
203,371464,0.15005942120657545
204,371562,0.14339226140363756
205,371660,0.14685402175790085
206,371758,0.14370169636658325
207,371856,0.14863901420329792
208,371954,0.14430208158737884
209,372052,0.14917629260840728
210,372150,0.14865706012283744
211,372199,0.14130295858435563
212,372248,0.14266532404455315
213,372297,0.14151794697360628
214,372346,0.14792797413377773
215,372395,0.14126156183913982
216,372444,0.1438199203428503
217,372493,0.14641596001684798
218,372542,0.14468234620502401
219,372591,0.14807093911446392
220,372640,0.1416439189339486
221,372689,0.1395555878429313
222,372738,0.14592865597136168
223,372787,0.14210137873580148
224,372836,0.14046853689987288
225,372885,0.14320512560246032
226,372934,0.1403487885094082
227,372983,0.13995017495617934
228,373032,0.1349462990111113
229,373081,0.14064543714159056
230,373130,0.14074308826216467
231,373179,0.14076116582050002
232,373228,0.1468784277421282
233,373277,0.1395481692373875
234,373326,0.1400207311664387
235,373375,0.1444916113751749
236,373424,0.13770939182743352
237,373473,0.13881328681835484
238,373522,0.13793265897275017
239,373571,0.14354545969614702
240,373620,0.14155794450382747
241,373645,0.1403976565002391
242,373670,0.14168690618597443
243,373695,0.14450577418152788
244,373720,0.14300527204652774
245,373745,0.14602271949741152
246,373770,0.14423721908390152
247,373795,0.142122462242218
248,373820,0.14401373498206804
249,373845,0.142617588350945
250,373870,0.14551005697235464
251,373895,0.14924550182664195
252,373920,0.1446842508762766
253,373945,0.1508990792019444
254,373970,0.14203699147087046
255,373995,0.14776412594276153
256,374020,0.1456070243047852
257,374045,0.1489376827863896
258,374070,0.141346907920371
259,374095,0.14013570116060722
260,374120,0.14459209303093967
261,374145,0.1434033546721566
262,374170,0.14200052120141232
263,374195,0.1437482701130246
264,374220,0.1439761982579518
265,374245,0.1449165780992316
266,374270,0.14715583774318577
267,374295,0.14052584934936543
268,374320,0.14408111871857893
269,374345,0.1450792362411099
270,374370,0.14191642745241434
271,374383,0.16443483035055717
272,374396,0.16901868762336678
273,374409,0.1677150946072992
274,374422,0.17815787622787044
275,374435,0.15487278704203106
276,374448,0.16553461157516444
277,374461,0.15818628859653006
278,374474,0.16979687739498867
279,374487,0.18176328589046054
280,374500,0.18641293429941333
281,374513,0.16375354574590137
282,374526,0.15833790487744817
283,374539,0.17298352910069154
284,374552,0.16305761734365448
285,374565,0.16362954210594385
286,374578,0.15161602843323854
287,374591,0.16536576459602312
288,374604,0.16351488007820952
289,374617,0.1540242822682767
290,374630,0.16008921141726104
291,374643,0.1609324065216408
292,374656,0.1554073169178351
293,374669,0.16255226427999503
294,374682,0.15283365250832778
295,374695,0.16899381291952095
296,374708,0.15994612041064157
297,374721,0.15999159954424286
298,374734,0.1673563445248454
299,374747,0.17000174707428148
300,374760,0.16334658395528423
