Epoch,Steps,Full Gradient Norm
1,6250,0.16724058239789494
2,12500,0.19553744728960196
3,18750,0.16695606472275434
4,25000,0.1426807416911142
5,31250,0.1427686323737548
6,37500,0.15127126361838392
7,43750,0.14533998416180044
8,50000,0.15784182718773723
9,56250,0.16129669245708816
10,62500,0.1274519077667465
11,68750,0.12328870362701778
12,75000,0.11832725649669738
13,81250,0.10040156259864862
14,87500,0.11422614907256841
15,93750,0.11146620374870271
16,100000,0.10582393375698347
17,106250,0.09166474825928962
18,112500,0.0949181165750853
19,118750,0.10116000271312778
20,125000,0.10524686557611804
21,131250,0.09590998381359223
22,137500,0.08929188863135738
23,143750,0.07956150101066417
24,150000,0.08923685618288633
25,156250,0.0732550310174539
26,162500,0.08095475146148315
27,168750,0.08112672257312746
28,175000,0.0806332792742977
29,181250,0.08692281058004606
30,187500,0.08537722920979847
31,190625,0.05610907958499945
32,193750,0.049318538864389534
33,196875,0.055334599605967816
34,200000,0.05071299081788909
35,203125,0.04890795623261649
36,206250,0.04864916104679224
37,209375,0.06022572428971521
38,212500,0.05531083712373522
39,215625,0.05125760335999877
40,218750,0.05578676609896777
41,221875,0.051085362440007755
42,225000,0.05430572898776761
43,228125,0.0485588334525173
44,231250,0.049282033521539724
45,234375,0.04740513292578725
46,237500,0.054454358032334796
47,240625,0.0483146705467805
48,243750,0.04717524324094334
49,246875,0.05241967355962544
50,250000,0.05684236465552577
51,253125,0.05232134035273425
52,256250,0.048076936558271596
53,259375,0.051723586847856974
54,262500,0.050433484220880474
55,265625,0.049034354924645064
56,268750,0.049427090697984455
57,271875,0.03862224167683376
58,275000,0.043118372381777514
59,278125,0.04664164966840117
60,281250,0.040161797131399966
61,282813,0.024387847337366115
62,284376,0.022236993475849155
63,285939,0.021952967650652935
64,287502,0.02427471997817332
65,289065,0.02149195953049302
66,290628,0.019434690076232334
67,292191,0.020224850944713296
68,293754,0.021853148187533804
69,295317,0.020681115003786513
70,296880,0.020075461920876423
71,298443,0.019716373957068507
72,300006,0.018616600906635913
73,301569,0.018962988303935245
74,303132,0.020140157673827555
75,304695,0.019205972049603722
76,306258,0.017154430386708143
77,307821,0.01852770263879366
78,309384,0.018380054255396606
79,310947,0.01952583205423925
80,312510,0.01825396061423843
81,314073,0.01881683848305956
82,315636,0.01856035879265688
83,317199,0.017186125783125054
84,318762,0.01708431614691103
85,320325,0.017205559175439908
86,321888,0.01751548511728301
87,323451,0.017791411868177995
88,325014,0.017340581327687156
89,326577,0.01787749605256231
90,328140,0.016750383837993522
91,328922,0.011871675398349091
92,329704,0.011545048836343046
93,330486,0.01111102161129493
94,331268,0.010738728258710428
95,332050,0.0111664946115434
96,332832,0.01016339277842098
97,333614,0.010829668270807722
98,334396,0.01056254858186878
99,335178,0.009824752207752066
100,335960,0.010522270523311677
101,336742,0.009433577929728184
102,337524,0.009912475153830003
103,338306,0.009986986123830574
104,339088,0.009886782874535448
105,339870,0.009865655652393331
106,340652,0.009452122028279601
107,341434,0.009641727950099824
108,342216,0.00996508809081495
109,342998,0.009947962968737291
110,343780,0.009719026841457567
111,344562,0.009603145859414703
112,345344,0.008705778597089424
113,346126,0.009274627371830676
114,346908,0.009761233889698604
115,347690,0.009935287570466056
116,348472,0.009012219332718722
117,349254,0.008590441585658143
118,350036,0.009441536875350227
119,350818,0.009554108036306295
120,351600,0.009183865477278782
121,351991,0.007410030337683834
122,352382,0.0075761230139216726
123,352773,0.00772512061174611
124,353164,0.007087665320708147
125,353555,0.008066235138277804
126,353946,0.0071050522569857544
127,354337,0.0074143830822550275
128,354728,0.007495791497676579
129,355119,0.007399152388143048
130,355510,0.007067964916165489
131,355901,0.007398494845948104
132,356292,0.007075025642773286
133,356683,0.007371010171501928
134,357074,0.007296838776018455
135,357465,0.006851664117295874
136,357856,0.007226237196927334
137,358247,0.0074610175526196405
138,358638,0.007507793958784213
139,359029,0.0071663232774579365
140,359420,0.006847730920862624
141,359811,0.006999718405050568
142,360202,0.006701192966615104
143,360593,0.006649396742765719
144,360984,0.006400732292462449
145,361375,0.006839257692104713
146,361766,0.007262123354048855
147,362157,0.00699422555452942
148,362548,0.007229604085591615
149,362939,0.006933532621386211
150,363330,0.0071065563764413425
151,363526,0.006635808502288605
152,363722,0.0066191797781606585
153,363918,0.006040552458203166
154,364114,0.006483047267043427
155,364310,0.006521964812942509
156,364506,0.0062041494739056525
157,364702,0.005863463994872542
158,364898,0.00607613467621514
159,365094,0.0059801561911551875
160,365290,0.006424335771580123
161,365486,0.006163102905108616
162,365682,0.005982377930546415
163,365878,0.006989126957096229
164,366074,0.00640209109238618
165,366270,0.006112390491925994
166,366466,0.006454127009593821
167,366662,0.006032485805805618
168,366858,0.00644136014326702
169,367054,0.005831722618371861
170,367250,0.006122875166233362
171,367446,0.00615916573230277
172,367642,0.005907030022517791
173,367838,0.007480336596553547
174,368034,0.00582103586488087
175,368230,0.005774823039762904
176,368426,0.005650587928469175
177,368622,0.006548346529951833
178,368818,0.006163873669497226
179,369014,0.006013897632878339
180,369210,0.005724235258237507
181,369308,0.005851263751138631
182,369406,0.006082736292280899
183,369504,0.005818500849723351
184,369602,0.005968875806130241
185,369700,0.006194960401522304
186,369798,0.005813851580430254
187,369896,0.005881690700329085
188,369994,0.0061171293413620565
189,370092,0.006155378523863228
190,370190,0.005725919322167286
191,370288,0.005777847091057058
192,370386,0.006193030049636111
193,370484,0.006056721327143014
194,370582,0.005579839826596856
195,370680,0.006199331250685111
196,370778,0.005988270874016499
197,370876,0.00561280316142161
